raw,sentids,split,filename,img_id
"[""A woman wearing a blue winter jacket crosscountry skies with a small pine tree dragging behind her."", ""A woman in a blue snow outfit is skiing, while dragging a tree behind her."", ""A woman in a purple winter coat on skis in snow pulling a tree behind her."", ""A woman in a blue ski coat pulls a tree through the snow on skies."", ""A woman is skiing while pulling a chopped down tree behind her.""]","[129060, 129061, 129062, 129063, 129064]",train,5243039066.jpg,25812
"[""A young, female crosscountry skier pulls her Christmas tree across the snowy field."", ""A skier is going uphill, dragging a fir tree behind them."", ""A woman on skis going up a hill carrying a pine tree."", ""A person crosscountry skies and drags a tree."", ""A boy is pulling a small tree while he skis""]","[129065, 129066, 129067, 129068, 129069]",train,5243039266.jpg,25813
"[""A man looks mysterious in a blue shirt and a red truck for a company called Wilbert."", ""A truck driver is looking out of the window of his purple truck."", ""A man in a red truck is staring out the driver-side window."", ""The truck driver pauses for a photo opportunity."", ""A man in a large red truck.""]","[129070, 129071, 129072, 129073, 129074]",train,524310507.jpg,25814
"[""An older woman with a little girl toddler looking at a white and red dollhouse and playing with it."", ""A toddler girl in pink pajamas playing with a toy house as her grandmother watches over her."", ""An elder woman is watching a small child wearing a pink onesie play in a dollhouse."", ""An older woman watches a young child play with her toy house."", ""A woman and a child playing with a dollhouse.""]","[129075, 129076, 129077, 129078, 129079]",train,5243694558.jpg,25815
"[""A young woman in a black and yellow dress is carrying a plate of food on her head."", ""A dark-skinned woman in a yellow dress with a large plate of food on her head."", ""A woman is paused in a crowd, as she carries a tray on her head."", ""Young women balancing tray of food on head walking down a road."", ""A woman in a printed outfit is carrying a tray on her head.""]","[129080, 129081, 129082, 129083, 129084]",train,5243894354.jpg,25816
"[""A brown-skinned man is engraving what appears to be Arabic syllables into a large stone slab using a chisel."", ""A person in dirty clothes is cutting stone and writing something in Urdu"", ""A dirty man with a beard is chiseling Hebrew characters into stone."", ""A man with a hammer carves Arabic text into a rock."", ""Young man engraves Arabic writing into a stone.""]","[129085, 129086, 129087, 129088, 129089]",train,5244225882.jpg,25817
"[""A group of people stand on a pier as the sun sets over the water."", ""A number of people on a pier are silhouetted against the sunset."", ""A group of men are standing on wooded pier as the sun sets."", ""A pier and the people on it are silhouetted by a sunset."", ""People on a peer watching the sun go down.""]","[129090, 129091, 129092, 129093, 129094]",train,52446935.jpg,25818
"[""A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt"", ""A man playing a guitar in the fog around other musical instruments on stage."", ""A middle-aged guitar player is on stage playing a white electric guitar."", ""A guy wearing a white shirt is playing a white guitar."", ""A man in a dimly lit room playing a guitar.""]","[129095, 129096, 129097, 129098, 129099]",test,5244864049.jpg,25819
"[""Three young girls in winter clothing and hats look at disposable cameras they are holding."", ""A young girl shows her friends how to use a disposable camera."", ""Three young girls in winter coats and hats inspect cameras."", ""Three children inspecting their disposable cameras."", ""A girl shows her camera to other girls.""]","[129100, 129101, 129102, 129103, 129104]",test,5246144625.jpg,25820
"[""Three children are holding maps and a camera, standing on a cobblestone area in front of some buildings and statues."", ""School field trip with many children having fun taking pictures."", ""People are exploring a city with their maps and cameras out."", ""Kids out in front of a building doing sightseeing."", ""The kids are outside playing in the sunshine.""]","[129105, 129106, 129107, 129108, 129109]",train,5246144737.jpg,25821
"[""A street hockey team plays on an asphalt court cleared from a snowy landscape."", ""Several people are playing hockey on rollerblades in a fenced in area."", ""Three street hockey players playing a game."", ""A group of guys are playing roller hockey."", ""Three people are playing roller hockey.""]","[129110, 129111, 129112, 129113, 129114]",train,5246531712.jpg,25822
"[""A man wearing a black backpack and holding a rolling suitcase is approaching an escalator."", ""A man holding a suitcase walks alone towards an escalator in a dimly-lit area."", ""One man who has a black backpack is approaching an escalator."", ""A man about to go up the escalator or stairs at an airport."", ""A person approaches a escalator while holding a bag.""]","[129115, 129116, 129117, 129118, 129119]",train,5246912916.jpg,25823
"[""The dog is jumping over a yellow and white fence on an obstacle course."", ""A long-haired dog is jumping over horizontal poles."", ""A brown dog races on an obstacle course."", ""A dog jumping over hurdles."", ""A dog leaps over the bar.""]","[129120, 129121, 129122, 129123, 129124]",train,524698457.jpg,25824
"[""People holding umbrellas over their heads walk up a staircase next to an escalator."", ""A group of people headed up an escalator, many of them holding an umbrella."", ""Several people are ascending a set of stairs while holding umbrellas."", ""Several people with umbrellas going up an escalator."", ""Several people walking upstairs with umbrellas.""]","[129125, 129126, 129127, 129128, 129129]",train,5247558458.jpg,25825
"[""A woman in an oversized black shirt plays a black and red guitar in a musky room."", ""The woman in black while playing guitar, steps up to the microphone and sings."", ""A female electric guitarist on stage puts on a show in a smoky venue."", ""A female singer performs with her guitar."", ""A woman is singing and playing guitar.""]","[129130, 129131, 129132, 129133, 129134]",train,5247590430.jpg,25826
"[""Two men sit on a park bench, watching the river roll by, as a dog stands off to the side."", ""Two people sitting on a bench with their dog next to a body of water."", ""Two people sitting on a bench by the water with a dog."", ""Two people with a dog sitting in front of the ocean"", ""Two people and a dog next to the water.""]","[129135, 129136, 129137, 129138, 129139]",train,524787268.jpg,25827
"[""A young man wearing a yellow bat man shirt looks smiling at a young man wearing an orange shirt."", ""A young boy with track on his shirt is smiling at a young boy with a batman logo on his shirt."", ""A young boy in an orange shirt is laughing next to a young boy in a yellow shirt."", ""Two children laying on the ground smile at each other."", ""Two boys lie on the ground and laugh.""]","[129140, 129141, 129142, 129143, 129144]",train,52480875.jpg,25828
"[""A young child lies in the middle of a merry-go-round while a younger child looks on."", ""A boy with a red hat noticeably shocked by the spinning of a playground toy."", ""A child is laying down in a playground, while another child observes."", ""Two young boys play on a merry-go-round at the park."", ""Two Little Boys, playing on a Merry-go -round.""]","[129145, 129146, 129147, 129148, 129149]",train,524862138.jpg,25829
"[""A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road."", ""A man in white holds on to large pieces of something as they are driven down the road."", ""A man is transporting flat objects down the street."", ""Two people transport a wide load."", ""A man taking frames on the road.""]","[129150, 129151, 129152, 129153, 129154]",train,5248756214.jpg,25830
"[""A young black man sits in a unfinished brick and mortar building, the large window to his left has no glass, it is daytime and the sun drenches the room, he sits at simple bench and desk holding two blue pens and reading from one of the two note books that lay on the desk, he wears a yellow polo and lights blue shorts."", ""A young African man holding a pen in each hand, studying a book while sitting near an open window."", ""A young black man writes in a notebook on a desk near a window, inside a concrete building."", ""A student sitting in a simple classroom appears deep in thought."", ""A young student is studying in a quiet outdoor setting.""]","[129155, 129156, 129157, 129158, 129159]",train,5249006378.jpg,25831
"[""A woman wearing blue patterned pants, a tan jacket and an Asian sunhat is using a farming tool."", ""A Chinese woman rakes her garden while wearing a traditional Chinese farming hat."", ""A woman working to spread grain in order to be dried in the sun."", ""The women in the flowered pants is doing gardening."", ""A person in a straw hat raking sand.""]","[129160, 129161, 129162, 129163, 129164]",train,5249557060.jpg,25832
"[""A person with hat, long shirt, and jeans is standing in a stand of trees with no underbrush, bent over and examining the base of a tree, while a footpath crosses the bottom of the image."", ""A man bent over in a forest wearing a red shirt and blue jeans, tapping the trees for maple syrup."", ""A man standing in the forrest marking trees to be ready to be cut down."", ""A man is sorting and identifying trees in a wood."", ""Man in the woods inspecting trees.""]","[129165, 129166, 129167, 129168, 129169]",train,5249558588.jpg,25833
"[""Several parasailor's enjoying a windy day out on the water."", ""A group of kite surfers are busy surfing some waves."", ""Many people are flying colorful kites on the beach."", ""At least seven people surfing with kites in a lake."", ""People are parasailing on a clear day.""]","[129170, 129171, 129172, 129173, 129174]",train,5250328927.jpg,25834
"[""A woman in a blue coat and a white fisherman's hat is on the phone while looking away from the gas pump."", ""The woman in the blue coat is talking on the cellphone while hanging up the gas pump."", ""A woman is putting fuel in her car while talking on her cellphone."", ""A young women talking on the phone and getting ready to pump gas."", ""A woman chats on the phone while finishing pumping gas.""]","[129175, 129176, 129177, 129178, 129179]",train,5250367535.jpg,25835
"[""A man with sideburns and glasses is reading some kind of book while pointing at a chalkboard in a hut."", ""A young man, holding a book, is teaching in front of a blackboard in a hut."", ""A man wearing a blue shirt and blue jeans teaching in a school made of wood."", ""Jermaine from flight of the Concords teaching math in a foreign country."", ""The man with the blue shirt is reading from a book.""]","[129180, 129181, 129182, 129183, 129184]",train,5250368045.jpg,25836
"[""A man hanging outside with a rope harness paints a structure's exterior wall with blue paint."", ""A painter sits on a swing to help him paint the walls of a building."", ""A painter is sitting on a pulley painting an outside wall."", ""A young boy window-washing while sitting on a scaffold."", ""Young male outside cleaning windows.""]","[129185, 129186, 129187, 129188, 129189]",train,5250458311.jpg,25837
"[""Yellow dough is rolled out with a rolling pin."", ""A rolling pin flattening yellowed dough."", ""A rolling pin is flattening some dough."", ""Rolling out dough with a wooden roller."", ""Dough is being rolled out.""]","[129190, 129191, 129192, 129193, 129194]",train,5250530592.jpg,25838
"[""A young thin man holds a partially eaten sandwich with his left hand while typing on a computer with his right hand."", ""A skinny guy is eating a sandwich while using the computer."", ""Young male eating a snack while working on a computer."", ""A guy surfing the web eating pizza."", ""Man eating while on a computer.""]","[129195, 129196, 129197, 129198, 129199]",train,52510204.jpg,25839
"[""A lady in an orange coat and tan pants sweeps the street."", ""The lady in red is sweeping up trash at her front step."", ""Woman sweeping the street wearing a red jacket."", ""Middle-aged hispanic woman sweeping a sidewalk."", ""Woman sweeping up a street with a broom.""]","[129200, 129201, 129202, 129203, 129204]",train,5252854871.jpg,25840
"[""Many people standing outside of a place talking to each other in front of a building that has a sign that says \""HI-POINTE.\"""", ""A crowd of people underneath a Hi-Pointe neon sign."", ""A crowd of young adults outside a nightclub."", ""A bunch of young people drinking at a bar."", ""People talking at a local club.""]","[129205, 129206, 129207, 129208, 129209]",train,525338588.jpg,25841
"[""Salvation Army members in uniform, one with a musical instrument, stand outside a store in a small group."", ""An older man in a salvation army uniform holding a tuba amongst a group of other salvation army members."", ""An older woman possibly yawning while members of a Salvation Army band walk past."", ""Members of the Salvation Army are standing together as one holds an instrument."", ""Men and women outside in uniforms, one man holds a tuba.""]","[129210, 129211, 129212, 129213, 129214]",train,5253872191.jpg,25842
"[""An person, most likely an adult artist, is finger painting with chubby hands"", ""Two hands paint a picture using only color, circular lids and fingertips."", ""A chubby child finger painting on a concrete floor."", ""A young child's hands painting on paper."", ""A young child is finger-painting.""]","[129215, 129216, 129217, 129218, 129219]",train,525434560.jpg,25843
"[""The two boys, one in orange the other in teal, wrestle in the sand."", ""Two boys are playing in the sand at a playground."", ""Two young boys are wrestling in a sandpit."", ""Two boys wrestle together in the sand."", ""Two boys tussle in the sand at a park.""]","[129220, 129221, 129222, 129223, 129224]",train,525538142.jpg,25844
"[""A man in a vest and collared shirt walking down the street holding a guitar."", ""A formally dressed man walking on a sidewalk, playing an acoustic guitar."", ""A guy playing the guitar while walking in front of a business."", ""A man in a vest and tie is playing the guitar on a sidewalk."", ""A guy walking down the street playing his guitar.""]","[129225, 129226, 129227, 129228, 129229]",train,525544514.jpg,25845
"[""A brown-haired man with glasses, playing a guitar in an apartment studio."", ""A man, with glasses, is playing an acoustic guitar."", ""A casually dressed man is playing the guitar."", ""A man in glasses playing an acoustic guitar."", ""A man playing the guitar.""]","[129230, 129231, 129232, 129233, 129234]",train,525649435.jpg,25846
"[""A group on individuals work at a laboratory setting while wearing a white protective gear and looking through microscopes."", ""The group is working with microscopes and wearing clean white scrubs, hairnets and face masks."", ""Scientists sit in a laboratory in sterile clothing while looking at microscopes."", ""Many people in white smocks look at things under identical looking microscopes."", ""Long benchtops with microscopes have works at each station.""]","[129235, 129236, 129237, 129238, 129239]",train,52581560.jpg,25847
"[""Three people sitting on a couch inside a house dressed warmly and the oldest is covering the two younger kids eyes."", ""Three children sit on a couch while the child in the middle covers the eyes of the children on either side of him."", ""Three children sit on a plaid couch; the boy in the middle covers the eyes of the smiling girls on either side."", ""A little boy is covering the eyes of a girl in a blue sweater and a girl in a red hood."", ""A mom is covering her two young daughters' eyes while they sit on a couch.""]","[129240, 129241, 129242, 129243, 129244]",train,5258526958.jpg,25848
"[""A man stands on the edge of the water and holds a fishing pole."", ""A man with a tan hat and jacket is fishing in green waters."", ""One lone fisherman with his line cast out into the river."", ""The man is fishing at the water's edge."", ""A man fly fishes in a large river.""]","[129245, 129246, 129247, 129248, 129249]",train,525863257.jpg,25849
"[""A little blond girl stands on a pink skateboard."", ""A young blond girl tries to ride a skateboard."", ""Girl on pink skateboard wearing black jacket"", ""The young girl is standing on a skateboard."", ""Little girl in pink skateboard.""]","[129250, 129251, 129252, 129253, 129254]",train,525887861.jpg,25850
"[""A cello player and a violinist getting ready for their performance in an elegant room."", ""A singer in a black dress and a violinist with a beard is rehearsing on stage."", ""A man and a woman musician practicing on a well-lit stage."", ""Two people standing up and playing musical instruments."", ""A man a woman create music in an elegant room.""]","[129255, 129256, 129257, 129258, 129259]",train,525944769.jpg,25851
"[""A white puppy is drinking water from a tap attached to a white wall."", ""A big tan dog drinks water from an outdoor water spout."", ""A white dog in a brown collar drinking from a spigot."", ""A closeup of a white dog drinking from a pipe."", ""The dog is drinking water from a fountain.""]","[129260, 129261, 129262, 129263, 129264]",train,525968880.jpg,25852
"[""A brunette with a ponytail wearing a Green Day concert shirt fishing from a boat in the ocean."", ""A woman in a Green Day shirt on a boat hooks something with a fishing pole."", ""A woman's fishing pole is bent down as she stands on a boat in the ocean."", ""A woman in a Green Day t-shirt fishes from the side of a boat."", ""A woman in a Green Day t-shirt is fishing off of a boat.""]","[129265, 129266, 129267, 129268, 129269]",train,526074837.jpg,25853
"[""The old man in a black suit and brown shoes is holding a yarn spinner that has spun wool on it."", ""An elderly man wearing a dark suit, a hat, and clogs winds twine around a wooden implement."", ""An older man working in a farm house, unrolling some string."", ""One male in a black suit and hat holding yarn."", ""An older man smiling and holding twine.""]","[129270, 129271, 129272, 129273, 129274]",train,5261090459.jpg,25854
"[""A worker uses a jackhammer on boulders from a rockside, a dump truck is parked nearby."", ""A man in a hard hat and road safety vest using a jackhammer on some large boulders."", ""A construction worker jack hammering away at the fallen rocks."", ""A man uses a jackhammer on a pile of rocks."", ""One construction worker drilling away.""]","[129275, 129276, 129277, 129278, 129279]",train,5261346652.jpg,25855
"[""A man wearing a button up shirt and jeans watching another man in a construction vehicle digging out dirt from a construction site."", ""A construction worker is digging a hole in the street while another man watches."", ""A man in a white shirt overlooking an excavator digging a hole in the street."", ""One man watching another man operate heavy machinery doing road construction."", ""A man in white watches as another man uses his machine to dig dirt.""]","[129280, 129281, 129282, 129283, 129284]",train,5262731925.jpg,25856
"[""A red and yellow roller coaster car on a white track is about to go down a hill with many passengers raising their hands."", ""A group of people are riding down a roller coaster that appears to be called the \""Cyclone.\"""", ""A fun ride for many on the cyclone roller coaster."", ""Group of people riding Cyclone in Coney Island."", ""People going down a hill on a roller coaster""]","[129285, 129286, 129287, 129288, 129289]",train,526328385.jpg,25857
"[""One man wearing a white shirt is talking enthusiastically to two men, both wearing hard hats, on a construction development."", ""A construction crew is busy working, while a man is talking to the workers."", ""Members of a construction team discussing an issue with management."", ""Two men in hard hats listen to a man in a dress shirt talk."", ""The Foreman directs his workers at the job site.""]","[129290, 129291, 129292, 129293, 129294]",train,5263339188.jpg,25858
"[""Two men wearing bright orange safety vests are working to repair electrical lines."", ""Two men, in safety vests, are in a crane bucket working on telephone lines."", ""Two construction workers in orange vests are riding in a piece of equipment."", ""A group of men who are working on the power lines."", ""Two trolley repair men are fixing a line.""]","[129295, 129296, 129297, 129298, 129299]",train,5264507624.jpg,25859
"[""A skateboarder grinding on a rail in a skate park with others in the background."", ""A man in shirt, jeans, and a black hate skates along a rail at a skate park."", ""Male adult practicing skateboard tricks at a skate park."", ""A group of kids skateboarding at a skateboard park."", ""Skateboarder riding a rail at the park""]","[129300, 129301, 129302, 129303, 129304]",train,5264512479.jpg,25860
"[""A man in an alley photographed from above appears to be in the act of throwing a small object towards the photographer."", ""A man in an alleyway getting ready to throw an object up to someone above."", ""A man in a black shirt in the road throwing something"", ""A boy in a black t-shirt gets ready to throw."", ""A boy is about to throw a rock in an alley.""]","[129305, 129306, 129307, 129308, 129309]",train,526527116.jpg,25861
"[""In a school gym, one girl, one adult male, and four boys - one of whom holds a drumstick - sit on stackable chairs encircling a large drum while a woman stands slightly behind the circle, one hand to her ear, her mouth slightly open."", ""A group of teen-agers are seated in a circle around a big skin drum, but one is standing and talking on the cellphone."", ""A ground of teenagers sit around a large drum with mallets as a woman stands and watches while she is on a phone."", ""A group of people drumming while sitting in a circle at a gym."", ""Seven people eating something.""]","[129310, 129311, 129312, 129313, 129314]",train,5265298056.jpg,25862
"[""A man on crutches in a red, blue, and white uniform is standing on a football field looking up at the sky."", ""An injured football player on crutches, wearing a red white and blue uniform, looks towards the sky."", ""A young football player standing on the sidelines looks towards the sky while holding crutches."", ""A young man in a football jersey supports himself with crutches while observing an event."", ""A man in a red football jersey holds on to two crutches.""]","[129315, 129316, 129317, 129318, 129319]",train,5265654043.jpg,25863
"[""An aerial view of a group of people dressed in various color clothing running or walking down an empty street."", ""A group of joggers are running downhill on a street."", ""There are people running down a hill in the city."", ""People go by old white walls with gray squares."", ""People running downhill in a city.""]","[129320, 129321, 129322, 129323, 129324]",train,526616589.jpg,25864
"[""A man in a blue t-shirt is watching two women sitting at a table in the kitchen baking."", ""Two women stuff filing in wrappers while a man wearing a blue t-shirt looks on."", ""Man looks down at two women cooking with a silly look on his face."", ""Two women are busy cooking while a family member looks on."", ""Two women cook while a man looks on in disapproval.""]","[129325, 129326, 129327, 129328, 129329]",train,5266194002.jpg,25865
"[""Someone is standing down in the street and about to throw something."", ""A boy is playing a game with his friends."", ""Two youths walk down an inclined street."", ""Two boys are playing ball in an alley."", ""This man is throwing a rock.""]","[129330, 129331, 129332, 129333, 129334]",val,526619673.jpg,25866
"[""A dog is running away in the grass"", ""A dog running through the grass."", ""A dog runs through the grass."", ""A dog runs across the grass."", ""A dog running on grass.""]","[129335, 129336, 129337, 129338, 129339]",train,526661994.jpg,25867
"[""Two men are at a barbecue grill outdoors at some sort of market, probably in France."", ""Two guys in a foreign country cooking over a grill with people walking around them."", ""Two men barbecuing and selling their food in front of stores."", ""People standing near an outdoor barbecue event."", ""Two workers cooking at a food stand.""]","[129340, 129341, 129342, 129343, 129344]",train,526671837.jpg,25868
"[""A man with black hair and a red shirt is sitting at a work desk with an extend screen and there is another person working on his extend screen in the background."", ""A person in a salmon colored shirt is sitting at a desk and looking at a computer screen."", ""A person in an orange shirt sits at an office desk and looks at a double computer screen."", ""A pair of office workers are diligently performing their tasks on messy desks."", ""A young man is looking at photos on his computer, sitting at a desk.""]","[129345, 129346, 129347, 129348, 129349]",train,5266810229.jpg,25869
"[""A little girl leaning over a small fence looking closely at a cow."", ""A little girl is getting a closeup view of a sleepy cow."", ""A little girl leans over to get a closer look at a cow."", ""A little girl is leaning forward into a cage of cows."", ""A girl leaning over towards some penned cows.""]","[129350, 129351, 129352, 129353, 129354]",train,526746449.jpg,25870
"[""A man is holding a bottle of Mountain Dew to his mouth in a comical expression as a toy spider sits on his keyboard."", ""Middle-aged man drinking mountain dew and eating a form of candy by a computer, with geeky words in the background."", ""A man is leaning back in a chair drinking soda and eating."", ""A man being silly in the office while he eats his lunch."", ""A man drinking mountain dew next two a keyboard.""]","[129355, 129356, 129357, 129358, 129359]",train,5267607278.jpg,25871
"[""A man in a dark suit talks with a middle-aged man and woman on a stage in front of a large logo of the letter \""D\"" with the numeral five within it."", ""Two men, one being John McCain, and one woman sitting in red rolling chairs next to a white sign with a blue letter D and a number 5 on it."", ""The man and the lady are wearing glasses and sitting in red chairs talking to John McCain."", ""John McCain is sitting and talking to two other people."", ""Politician John McCain on a talk show.""]","[129360, 129361, 129362, 129363, 129364]",train,526847964.jpg,25872
"[""A child rides an orange boogie board in the waves while an adult looks on from the water."", ""A child is laying on a bodyboard in the ocean with a man's head in the background."", ""A boy is riding on an orange bodyboard in the ocean."", ""A lone bodyboarder with an older man in the background"", ""People are swimming and floating in the ocean.""]","[129365, 129366, 129367, 129368, 129369]",train,526955751.jpg,25873
"[""Two older men, one in a green shirt and one in a brown shirt, participating in some sort of conversation or debate."", ""A man with glasses in a brown shirt talking while a man with glasses in a gray shirt listens."", ""A man with glasses is speaking while another man with glasses listens."", ""Two Caucasian men in collared shirts sit in red chairs."", ""Steve Jobs having a discussion with another man.""]","[129370, 129371, 129372, 129373, 129374]",train,526995387.jpg,25874
"[""A man in a blue shirt and tan shorts has his feet in the steps of an exercise bicycle and is working on the control panel of the machine."", ""A man wearing shorts and a t-shirt works with a stair climber in a private home."", ""Man in shorts and t-shirt about to start using gliding workout equipment."", ""A man is wearing a blue shirt, with no shoes trying to workout."", ""A man in shorts on an elliptical.""]","[129375, 129376, 129377, 129378, 129379]",train,527041167.jpg,25875
"[""Bill Gates and Steve Jobs sitting in red chairs beside each other."", ""Two men on a talk show together sitting in red chairs."", ""Steve jobs sits next to bill gates in red chairs."", ""Two men sit in red chairs and talk on stage."", ""Two men chatting in red armchairs.""]","[129380, 129381, 129382, 129383, 129384]",train,527049391.jpg,25876
"[""An artist in a gray shirt and multicolored hat paints fine details onto a colorful mural of an outdoor street scene."", ""An artist dressed in a gray sweatshirt is working on a brightly colored painting of a town."", ""A man painting a picture of buildings, people, and animals."", ""A man is painting a vibrantly colored city scene."", ""Artist painting on a canvas.""]","[129385, 129386, 129387, 129388, 129389]",train,527076501.jpg,25877
"[""A streetcar moves up a narrow road while a group of people gathers at the bottom of the hill."", ""A group of people is standing on a street with towering buildings to each side of them."", ""A group of men standing near the road in front of an advertisement and tram car."", ""A small group is waiting for the trolley to reach the bottom of the hill."", ""A group of people talk while huddled together in the street""]","[129390, 129391, 129392, 129393, 129394]",train,5270958162.jpg,25878
"[""A green and white trolley car with an advertisement of coffee on the side and front of it in a city."", ""A trolley car is standing in the road surrounded by pedestrians."", ""People walking on a beautiful day in San Francisco."", ""This is a ferry train in a busy city."", ""Troll on a busy street in the city.""]","[129395, 129396, 129397, 129398, 129399]",train,5270960438.jpg,25879
"[""A smiling little girl in pink pointing while holding a trophy and sticking her tongue out."", ""A little girl makes a silly face while holding a trophy outside."", ""A young girl holding a trophy sticks out her tongue."", ""A young girl poses with a trophy in the park."", ""A young girl poses with her trophy in a park.""]","[129400, 129401, 129402, 129403, 129404]",train,527255763.jpg,25880
"[""A woman works hard to maintain a fingerhold as she climbs a rock face."", ""The gal in the yellow hard hat is rock climbing up the steep rock."", ""A climber in a yellow hard-hat is seen mid-climb from above."", ""A person wearing a yellow helmet attempts to climb a rock."", ""Man straining to climb cliff face.""]","[129405, 129406, 129407, 129408, 129409]",train,527288854.jpg,25881
"[""Girl with long black hair and white helmet, pouring water from black kettle into mugs."", ""A woman in a helmet pours from a kettle into a glass while under a hut."", ""A girl wearing a white helmet is pouring water into glasses."", ""A woman wearing a helmet, pouring water over tea bags."", ""A tan woman is pouring tea.""]","[129410, 129411, 129412, 129413, 129414]",train,5273187871.jpg,25882
"[""A woman, with curly hair and glasses, is drinking coconut juice from a fresh coconut."", ""A woman in a restaurant is drinking out of a coconut, using a straw."", ""A woman enjoys a beverage which was made inside of a large fruit."", ""A woman drinking out of a fruit."", ""A woman enjoys a fruity drink.""]","[129415, 129416, 129417, 129418, 129419]",val,5273781492.jpg,25883
"[""People are walking around a mall type place with a pink tiled floor."", ""Crowds bustle around a busy shopping plaza."", ""People are patronizing a shopping mall."", ""An overhead view of a shopping center."", ""A shopping plaza with many people.""]","[129420, 129421, 129422, 129423, 129424]",train,527440136.jpg,25884
"[""Two children are shoveling snow near a large snow pile while a third is kneeling in it."", ""Three children wielding shovels are in front of a large mound of snow."", ""Two kids are shoveling snow and one is sitting next to the pile of snow"", ""Three small children are making a giant pile of snow."", ""Three youngsters shovel a huge pile of snow.""]","[129425, 129426, 129427, 129428, 129429]",train,5274828176.jpg,25885
"[""A woman with freshly painted nails is holding a red nail polish bottle with a black cap."", ""Hands painted with red nail polish holding a nail polish bottle 745."", ""Hands with painted fingernails unscrewing nail polish."", ""Two hands hold a container of nail polish."", ""Girl opening cosmetics bottle""]","[129430, 129431, 129432, 129433, 129434]",train,5275330163.jpg,25886
"[""A man in a blue smock and some type of headband is surrounded by various ingredients as he prepares food."", ""A man in a blue outfit cooks while surrounded by plates of vegetables."", ""An Asian man is cooking a meal in a restaurant kitchen."", ""The man in the blue outfit is cooking in the kitchen."", ""Man cooking a large meal over a stove.""]","[129435, 129436, 129437, 129438, 129439]",train,5276743705.jpg,25887
"[""A woman wearing black jeans and a black jacket is getting ready to throw a green bowling ball down the bowling lane at a bowling alley."", ""A guy wearing a black and green, long-sleeved shirt is bowling with a green bowling ball."", ""A guy is winding up to throw a green bowling ball down an alley."", ""A bowler is about to throw a green bowling ball down the aisle."", ""A man is throwing a neon green bowling ball down the lane.""]","[129440, 129441, 129442, 129443, 129444]",train,5277303677.jpg,25888
"[""Two men dressed in slacks, one in brown sweater and one in blue sweater, sweeping."", ""Two people sweeping in a structure that has columns with pictures on them."", ""Two men sweeping in a large building with decorated walls and pillars."", ""Two well dressed custodians sweep an intricately decorated Mosque."", ""Two men are sweeping the floors of a temple.""]","[129445, 129446, 129447, 129448, 129449]",train,5278036761.jpg,25889
"[""A female ballerina wearing a white tutu, stockings and ballerina shoes, holding christmas lights strikes a pose in a photo studio with a blue background."", ""A ballerina with white tutu and white Christmas lights going down one arm and around her waist doing a dance pose."", ""A ballerina posing or dancing with a string of lit Christmas lights wrapped her."", ""A beautiful ballerina with Christmas lights wrapped around her body."", ""A ballerina poses with Christmas lights.""]","[129450, 129451, 129452, 129453, 129454]",train,5278211707.jpg,25890
"[""There is a woman, who is all dressed up in a beautiful multicolored tutu with a tiara, doing a split in midair for a performance."", ""A beautiful ballerina dancing beautifully in the air with a colorful tutu."", ""A ballerina in a greenish and blue outfit leaps during her performance."", ""A ballet dancer wearing a blue tutu doing the splits, mid-leap."", ""A young woman performs ballet on stage.""]","[129455, 129456, 129457, 129458, 129459]",train,5279027434.jpg,25891
"[""A woman is smiling at the bowling alley while a woman in the background is preparing to roll the ball."", ""A woman smiles to the camera, while a man watches another bowler at a bowling rink."", ""A man is watching a woman bowl while another woman smiles."", ""A woman laughing and having fun at a bowling alley."", ""One female and one male playing a game of bowling""]","[129460, 129461, 129462, 129463, 129464]",train,5279140646.jpg,25892
"[""A black dog is preparing to jump off a dock into the water to fetch a ball."", ""A black dog on a dock about to dive into the water after a ball"", ""A black dog about to jump into a lack to get a small ball."", ""A dog leans off the dock to fetch a ball in the water."", ""A black dog gets ready to jump into the water.""]","[129465, 129466, 129467, 129468, 129469]",train,527946505.jpg,25893
"[""A big, furry, black dog is on a blue leash and is coming out of the water."", ""The dog is on a leash and is walking out of the water."", ""A black dog on a blue leash is walking in a stream."", ""A wet black dog emerges from the water."", ""A black dog on a leash walking in water""]","[129470, 129471, 129472, 129473, 129474]",train,527968666.jpg,25894
"[""A young man and a young women in white lab coats are reading a biology textbook together and looking at a microscope in a laboratory."", ""A female scientist and a male scientist look at a book together in a lab full of plants."", ""Two lab scientists look in a book to discover what is under the microscope."", ""Two young students going over work materials and studying together."", ""Two scientists research biology in a lab.""]","[129475, 129476, 129477, 129478, 129479]",train,5280521648.jpg,25895
"[""A brown-haired woman wearing sunglasses and a blue sleeveless shirt is sitting with a man wearing a white shirt."", ""A female wearing sunglasses is talking to a male with short glasses."", ""A man in a white shirt sitting with a woman in a blue blouse."", ""A woman in a blue shirt smiles at a man in a white shirt."", ""A man in a white shirt talks to a woman in a blue shirt.""]","[129480, 129481, 129482, 129483, 129484]",train,528261944.jpg,25896
